rank,title,url,score,votes,release_year,scraped_at
1,House of the Dragon,https://www.imdb.com/title/tt11198330/,8.3,553189,2022,2026-08-02T00:03:03-07:00
2,The Hawk,https://www.imdb.com/title/tt27550719/,6.4,7773,2026,2026-08-02T00:03:03-07:00
3,Ride or Die,https://www.imdb.com/title/tt30494226/,7.6,8794,2026,2026-08-02T00:03:03-07:00
4,Silo,https://www.imdb.com/title/tt14688458/,8.1,223860,2023,2026-08-02T00:03:03-07:00
5,I Will Find You,https://www.imdb.com/title/tt34771210/,7.1,51317,2026,2026-08-02T00:03:03-07:00
6,Ransom Canyon,https://www.imdb.com/title/tt28088031/,6.8,11404,2025,2026-08-02T00:03:03-07:00
7,Lanterns,https://www.imdb.com/title/tt26545992/,,0,2026,2026-08-02T00:03:03-07:00
8,Stuart Fails to Save the Universe,https://www.imdb.com/title/tt27497393/,7.0,2795,2026,2026-08-02T00:03:03-07:00
9,Lucky,https://www.imdb.com/title/tt34866681/,6.6,4052,2026,2026-08-02T00:03:03-07:00
10,Neuromancer,https://www.imdb.com/title/tt31512174/,,0,2027,2026-08-02T00:03:03-07:00
11,Cape Fear,https://www.imdb.com/title/tt34675596/,6.7,13471,2026,2026-08-02T00:03:03-07:00
12,Widow's Bay,https://www.imdb.com/title/tt33332385/,8.1,59131,2026,2026-08-02T00:03:03-07:00
13,Game of Thrones,https://www.imdb.com/title/tt0944947/,9.2,2642504,2011,2026-08-02T00:03:03-07:00
14,Little House on the Prairie,https://www.imdb.com/title/tt2431250/,7.3,6391,2026,2026-08-02T00:03:03-07:00
15,Elite Force,https://www.imdb.com/title/tt35495063/,6.4,1853,2026,2026-08-02T00:03:03-07:00
16,The Bear,https://www.imdb.com/title/tt14452776/,8.5,319630,2022,2026-08-02T00:03:03-07:00
17,Blade Runner 2099,https://www.imdb.com/title/tt18224594/,,0,2026,2026-08-02T00:03:03-07:00
18,The Lord of the Rings: The Rings of Power,https://www.imdb.com/title/tt7631058/,6.8,441793,2022,2026-08-02T00:03:03-07:00
19,Agent Kim Reactivated,https://www.imdb.com/title/tt42127457/,7.7,5685,2026,2026-08-02T00:03:03-07:00
20,The Mentalist,https://www.imdb.com/title/tt1196946/,8.2,238455,2008,2026-08-02T00:03:03-07:00
21,The Odyssey,https://www.imdb.com/title/tt0118414/,7.1,20673,1997,2026-08-02T00:03:03-07:00
22,Rick and Morty,https://www.imdb.com/title/tt2861424/,9.0,705218,2013,2026-08-02T00:03:03-07:00
23,Interview with the Vampire,https://www.imdb.com/title/tt3960394/,7.6,43369,2022,2026-08-02T00:03:03-07:00
24,Dutton Ranch,https://www.imdb.com/title/tt34991493/,8.2,21150,2026,2026-08-02T00:03:03-07:00
25,Ted Lasso,https://www.imdb.com/title/tt10986410/,8.7,452683,2020,2026-08-02T00:03:03-07:00
26,The Five Star Weekend,https://www.imdb.com/title/tt35587659/,7.2,3454,2026,2026-08-02T00:03:03-07:00
27,Star Trek: Strange New Worlds,https://www.imdb.com/title/tt12327578/,8.2,76553,2022,2026-08-02T00:03:03-07:00
28,The Rookie,https://www.imdb.com/title/tt7587890/,8.0,132191,2018,2026-08-02T00:03:03-07:00
