rank,title,url,score,votes,release_year,scraped_at
1,House of the Dragon,https://www.imdb.com/title/tt11198330/,8.3,542607,2022,2026-07-07T00:03:01-07:00
2,I Will Find You,https://www.imdb.com/title/tt34771210/,7.2,29999,2026,2026-07-07T00:03:01-07:00
3,Dutton Ranch,https://www.imdb.com/title/tt34991493/,8.3,14356,2026,2026-07-07T00:03:01-07:00
4,From,https://www.imdb.com/title/tt9813792/,7.8,196238,2022,2026-07-07T00:03:01-07:00
5,Silo,https://www.imdb.com/title/tt14688458/,8.1,218120,2023,2026-07-07T00:03:01-07:00
6,The Bear,https://www.imdb.com/title/tt14452776/,8.5,314838,2022,2026-07-07T00:03:01-07:00
7,Avatar: The Last Airbender,https://www.imdb.com/title/tt9018736/,7.2,88539,2024,2026-07-07T00:03:01-07:00
8,Elle,https://www.imdb.com/title/tt32020831/,6.9,2318,2026,2026-07-07T00:03:01-07:00
9,Widow's Bay,https://www.imdb.com/title/tt33332385/,8.2,43252,2026,2026-07-07T00:03:01-07:00
10,Game of Thrones,https://www.imdb.com/title/tt0944947/,9.2,2631435,2011,2026-07-07T00:03:01-07:00
11,Off Campus,https://www.imdb.com/title/tt33546863/,7.9,41325,2026,2026-07-07T00:03:01-07:00
12,Cape Fear,https://www.imdb.com/title/tt34675596/,6.9,6565,2026,2026-07-07T00:03:01-07:00
13,Agent Kim Reactivated,https://www.imdb.com/title/tt42127457/,8.1,1023,2026,2026-07-07T00:03:01-07:00
14,"Life, Larry and the Pursuit of Unhappiness: an Almost History of America",https://www.imdb.com/title/tt37543147/,6.7,1415,2026,2026-07-07T00:03:01-07:00
15,The Agency,https://www.imdb.com/title/tt26656917/,7.4,31115,2024,2026-07-07T00:03:01-07:00
16,Breaking Bad,https://www.imdb.com/title/tt0903747/,9.5,2638582,2008,2026-07-07T00:03:01-07:00
17,X-Men '97,https://www.imdb.com/title/tt16026746/,8.7,54657,2024,2026-07-07T00:03:01-07:00
18,The Boys,https://www.imdb.com/title/tt1190634/,8.5,1004372,2019,2026-07-07T00:03:01-07:00
19,The Pitt,https://www.imdb.com/title/tt31938062/,8.9,157727,2025,2026-07-07T00:03:01-07:00
20,Rick and Morty,https://www.imdb.com/title/tt2861424/,9.0,700695,2013,2026-07-07T00:03:01-07:00
21,Spider-Noir,https://www.imdb.com/title/tt30460310/,7.8,53266,2026,2026-07-07T00:03:01-07:00
22,Sugar,https://www.imdb.com/title/tt16418808/,7.4,45097,2024,2026-07-07T00:03:01-07:00
23,Yellowstone,https://www.imdb.com/title/tt4236770/,8.6,315242,2018,2026-07-07T00:03:01-07:00
24,Pritam Pedro,https://www.imdb.com/title/tt28077038/,8.0,3298,2026,2026-07-07T00:03:01-07:00
25,The Mentalist,https://www.imdb.com/title/tt1196946/,8.2,233761,2008,2026-07-07T00:03:01-07:00
26,The Boroughs,https://www.imdb.com/title/tt27557289/,7.3,31856,2026,2026-07-07T00:03:01-07:00
27,The Rookie,https://www.imdb.com/title/tt7587890/,8.0,130359,2018,2026-07-07T00:03:01-07:00
28,Ted Lasso,https://www.imdb.com/title/tt10986410/,8.7,448623,2020,2026-07-07T00:03:01-07:00
29,Supernatural,https://www.imdb.com/title/tt0460681/,8.4,542473,2005,2026-07-07T00:03:01-07:00
30,Euphoria,https://www.imdb.com/title/tt8772296/,8.1,317035,2019,2026-07-07T00:03:01-07:00
31,Criminal Minds,https://www.imdb.com/title/tt0452046/,8.1,240596,2005,2026-07-07T00:03:01-07:00
32,Maximum Pleasure Guaranteed,https://www.imdb.com/title/tt35946742/,7.2,3297,2026,2026-07-07T00:03:01-07:00
33,The Sopranos,https://www.imdb.com/title/tt0141842/,9.2,585205,1999,2026-07-07T00:03:01-07:00
34,A Knight of the Seven Kingdoms,https://www.imdb.com/title/tt27497448/,8.6,261105,2026,2026-07-07T00:03:01-07:00
